title,gross,total_gross,distributor,release_date_JP,release_year_JP,title_short,re_released,id,genres,original_language,overview,popularity,production_companies,release_date_World,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,_merge,date_difference,region,anime
Dear My Love,7816156,7816156,Toho Company,2009-05-16,2009,dearmylove,False,599012.0,Drama,ja,"Too shy to speak out the word of appreciation too busy to show that you care... Many excuses lie between each and every couple when they look back the distance created during the long years in which they took each other for granted... Love Letters sent from husbands to wives and from wives to husbands quietly voice their unspoken appreciation for each other over the years that they have shared. The original idea comes from the postcard project ""Love Letters at Sixty"" which has brought a wave of sympathy to the precious emotions shared by many married couples.",1.093,Shochiku,2009-05-16,0.0,0.0,129.0,Released,,0.0,0.0,Masatoshi Nakamura-Mieko Harada-Keiko Toda-Issey Ogata-Chie Ayado-Mari Hoshino-Asahi Uchida-Takuya Ishida-Sachie Hara-Ken Ishiguro-Miho Kanazawa-Kei Satō-Yûko Genkaku-Keiichi Suzuki,both,0 days,Japan,0
Dear Friends,348492,355154,Toei Company,2007-02-03,2007,dearfriends,False,918224.0,Comedy-Drama,es,Six teenage friends ramble through a cemetery filming each other among horseplay and crossed relationships. Talking about death and dreams smoking marihuana avoiding all kinds of issues.,0.6,,2015-03-21,0.0,0.0,0.0,Released,"A group of teenage friends spend a fun afternoon at a cemetery, or so it seems.",0.0,0.0,Vera Spinetta-Naiara Awada-Camilo Cuello Vitale-Francisco González Gil-Caro Darman-Lautaro Aguilar,both,2968 days,Foreign,0
Dear Evan Hansen,1669588,1814178,Universal Pictures International (UPI),2021-11-26,2021,dearevanhansen,False,567690.0,Drama,en,Evan Hansen a high schooler with social anxiety unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note.,14.66,Universal Pictures-Marc Platt Productions-Perfect World Pictures,2021-09-24,27500000.0,19200000.0,137.0,Released,An honest and original story for the outsider in all of us.,6.4,232.0,Ben Platt-Amy Adams-Kaitlyn Dever-Danny Pino-Julianne Moore-Amandla Stenberg-Nik Dodani-Colton Ryan-DeMarius R. Copes-Liz Kate-Zoey Luna-Isaac Powell-Marvin Leon-Hadiya Eshe'-Julia Chen Myers-Gerald Caesar-Avery Bederman-Swift Rice-Tommy Kane-Aymee Garcia-Mariana Alvarez-Amelia McArthur-Dru Reel-Tess Aubert-Robin Segal Skolnik-Ceci Balagot-Zachary Willis-J. Quinton Johnson-Raquel McPeek Rodriguez-Ryan Basch-Grace Lu-Lio Mehiel-Tanushree Sekhri-Marcel Logan-Dominic Lauren-Luis Waldstein-McCabe-Maccie Margaret Chbosky-Naomi Rubin-Cameron J. Armstrong,both,63 days,Foreign,0
Dear Doctor,2919851,2919851,Asmik Ace Entertainment,2009-06-20,2009,deardoctor,False,88797.0,Drama,ja,Osamu Ino is a great doctor who is beloved in his rural village. His knowledge and dedication make an equally strong impression on his reluctant medical intern Keisuke Soma. But Soma and the villagers reconsider their opinion when they learn about a shameful incident from Dr. Ino's past. Now the once-respected doctor must account for his past actions.,2.558,,2009-07-27,0.0,0.0,127.0,Released,,5.9,14.0,Eita Nagayama-Tsurube Shofukutei-Kaoru Yachigusa-Kimiko Yo-Haruka Igawa-Teruyuki Kagawa-Ryo Iwamatsu-Yutaka Matsushige-Nakamura Kanzaburō XVIII-Rô Naruse-Takashi Sasano,both,37 days,Japan,0
Deadpool 2,16320208,16320208,20th Century Fox International,2018-06-01,2018,deadpool2,False,383498.0,Action-Comedy-Adventure,en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,88.506,Maximum Effort-Genre Films-20th Century Fox,2018-05-10,110000000.0,785896609.0,120.0,Released,Prepare for the Second Coming.,7.494,15663.0,Ryan Reynolds-Josh Brolin-Morena Baccarin-Julian Dennison-Zazie Beetz-T.J. Miller-Leslie Uggams-Karan Soni-Brianna Hildebrand-Jack Kesy-Eddie Marsan-Shioli Kutsuna-Stefan Kapičić-Randal Reeder-Nikolai Witschl-Thayr Harris-Rob Delaney-Lewis Tan-Bill Skarsgård-Terry Crews-Brad Pitt-Paul Wu-Robert Maillet-Alan Tudyk-Matt Damon-Michasha Armstrong-Joe Doserro-Hayley Sales-Islie Hirvonen-Jagua Arneja-Gerry South-Mike Dopud-Luke Roessler-Andy Canete-Tanis Dolman-Eleanor Walker-Hunter Dillon-Sala Baker-Sonia Sunger-Paul Wernick-Rhett Reese-Abiola Uthman-Tony Bailey-Alex Kliner-Elaine Kliner-David Leitch-Alicia Morton-Andre Tricoteux-Lisa Bunting-Miles Ellis-Lars Grant-Sam Hargrave-Nicholas Hoult-Simon MacIntyre-James McAvoy-Evan Peters-Tye Sheridan-Alexandra Shipp-Kodi Smit-McPhee-Scott Vickaryous-Dan Zachary-Hugh Jackman,both,22 days,Foreign,0
Deadpool,18916494,18916494,20th Century Fox International,2016-06-04,2016,deadpool,False,293660.0,Action-Adventure-Comedy,en,The origin story of former Special Forces operative turned mercenary Wade Wilson who after being subjected to a rogue experiment that leaves him with accelerated healing powers adopts the alter ego Deadpool. Armed with his new abilities and a dark twisted sense of humor Deadpool hunts down the man who nearly destroyed his life.,97.045,20th Century Fox-The Donners' Company-Genre Films,2016-02-09,58000000.0,783100000.0,108.0,Released,Witness the beginning of a happy ending.,7.604,28462.0,Ryan Reynolds-Morena Baccarin-Ed Skrein-T.J. Miller-Gina Carano-Leslie Uggams-Brianna Hildebrand-Karan Soni-Jed Rees-Stefan Kapičić-Randal Reeder-Isaac C. Singleton Jr.-Michael Benyaer-Style Dayne-Kyle Cassie-Taylor Hickson-Ayzee-Naika Toussaint-Justyn Shippelt-Donna Yamamoto-Hugh Scott-Cindy Piper-Em Haine-Aatash Amir-Chad Riley-Paul Belsito-Darcey Johnson-Kyle Rideout-Jason William Day-Stan Lee-Benjamin Wilkinson-Rachel Sheen-Paul Lazenby-Rob Hayter-Andre Tricoteux-Victoria De Mare-Heather Ashley Chase-Kayla Adams-Olesia Shewchuk-Fabiola Colmenero-Matthew Hoglie,both,116 days,Foreign,0
Deadman Inferno,190299,190299,-,2015-05-16,2015,deadmaninferno,False,333072.0,Horror-Action,ja,Hiroya Munakata (Sho Aikawa) is the leader of the yakuza group Munakata-gumi. After 10 years since the big fight Hiroya Munakata's non blood-related younger brother Takashi (Shingo Tsurumi) is released from prison but Takashi’s daughter Hyuga (Maika Yamamoto) says she does not want to meet her father and runs away from home.  Hiroya Takashi and Hiroya’s subordinate Shinya (Red Rice) go to Zeni Island where Hyuga is headed to. Something they never expected is waiting for them.,2.995,Kadokawa,2015-05-16,0.0,0.0,108.0,Released,,5.2,4.0,Show Aikawa-Shingo Tsurumi-Sawa Suzuki-Daisuke Miyagawa-RED RICE-Kunihiro Kawashima-Yuichi Kimura-Daigo-Hannya-Yukiko Shinohara-Hideo Nakano-Maika Yamamoto-Erina Mizuno-Kavka Shishido-Shunsuke Kazama-Yosuke Kubozuka-Noemi Krapecz-Daigo-Hitoshi Ozawa-Koji Tamaki-Toshiaki Sato-Mika Tanizaki-Sato Chizuru-Hiroko Honma-Makoto Hirosawa-Kanako Edanami-Kazuhiko Saito-Fujiko Miura-Masanori Gocho-Daiki Imai-Shunya Kaneko-Ryo Nishikata-Kyônao Miyahira-Daisetsu Tamaki-Hiromu Onodera-Aina Nishizawa-Yuka Inoue-Minoru Sawatari-Kana Yume-Yui Tatsumi-Juri Tanno-Mild Miura-NARU-Kazuyo Aoki-Chisato Morishita-Masaki Miura-Mansaku Fuwa-Motoki Fukami-Hideo Sakaki,both,0 days,Japan,0
Dead Silence,369507,369507,Toho-Towa,2008-03-22,2008,deadsilence,False,14001.0,Horror,en,Jamie returns to his hometown in search of answers to his wife's murder which occurred after receiving a weird package containing a ventriloquist dummy named Billy which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth Jamie goes to the town of Raven's Fair where Shaw used to perform and is buried. But Jamie is in for more than he expected.,29.69,Universal Pictures-Twisted Pictures-Evolution Entertainment,2007-03-16,20000000.0,22217407.0,89.0,Released,You scream. You die.,6.422,1957.0,Ryan Kwanten-Amber Valletta-Donnie Wahlberg-Bob Gunton-Laura Regan-Michael Fairman-Joan Heney-Dmitry Chepovetsky-Judith Roberts-Steve Adams-Keir Gilchrist-Shelley Peterson-Steven Taylor-David Talbot-Enn Reitel-Julian Richings-Fred Tatasciore-Austin Majors,both,372 days,Foreign,0
Daytime Shooting Star,8812101,9481654,Toho Company,2017-03-24,2017,daytimeshootingstar,False,433950.0,Romance,ja,Fifteen-year-old country girl Suzume Yosano has to move to Tokyo to live with her uncle due to her father's transfer. She bumps into a mysterious man who ends up taking her to her uncle's place after she gets lost. Turns out Suzume will be seeing him a lot more often once she starts school because... he's her homeroom teacher?!,13.828,Toho,2017-03-24,0.0,0.0,119.0,Released,,7.9,59.0,Mei Nagano-Shohei Miura-Alan Shirahama-Maika Yamamoto-Ryuta Sato-Naomi Nishida-Onodera Akira,both,0 days,Japan,0
Dawn of the Planet of the Apes,11041675,12718083,20th Century Fox International,2014-09-19,2014,dawnoftheplanetoftheapes,False,119450.0,Science Fiction-Action-Drama-Thriller,en,A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity while Caesar tries to maintain dominance over his community of intelligent apes.,56.216,Ingenious Media-Chernin Entertainment-TSG Entertainment,2014-06-26,170000000.0,710644566.0,130.0,Released,One last chance for peace.,7.301,9945.0,Andy Serkis-Jason Clarke-Gary Oldman-Keri Russell-Toby Kebbell-Kodi Smit-McPhee-Kirk Acevedo-Nick Thurston-Terry Notary-Karin Konoval-Judy Greer-Jon Eyez-Enrique Murciano-Doc Shaw-Lee Ross-Keir O'Donnell-Kevin Rankin-Jocko Sims-Al Vicente-Matthew James-Richard King-Scott Lang-Deneen Tyler-Mustafa Harris-Lombardo Boyar-Mike Seal-J.D. Evermore-Chase Boltin-Michael Papajohn-Thomas Rosales Jr.-Carol Sutton-Christopher Berry-Barack Obama-Sergio Kato-Michael Bloomberg-James Franco-Santana Draper,both,85 days,Foreign,0
Dawn of the Dead,4739439,4739439,Toho-Towa,2004-05-15,2004,dawnofthedead,False,924.0,Horror-Action,en,A group of survivors take refuge in a shopping mall after the world is taken over by aggressive flesh-eating zombies.,33.811,New Amsterdam Entertainment-Strike Entertainment-TOHO-TOWA-Universal Pictures-Cruel & Unusual Films-TOHO,2004-03-19,26000000.0,102278712.0,101.0,Released,"When the undead rise, civilization will fall.",7.033,3402.0,Sarah Polley-Ving Rhames-Ty Burrell-Inna Korobkina-Jake Weber-Michael Kelly-Kim Poirier-Mekhi Phifer-Matt Frewer-Kevin Zegers-Lindy Booth-Jayne Eastwood-Boyd Banks-R.D. Reid-Louis Ferreira-Bruce Bohne-Hannah Lochner-Michael Barry-Ermes Blarasin-Sanjay Talwar-Kim Roberts-Tim Post-Matt Sadowski-Austin-Philip DeWilde-David Campbel-Phillip MacKenzie-Neville Edwards-Sandy Jobin-Bevans-Natalie Brown-Liz West-Blu-Scott H. Reiniger-Tom Savini-Ken Foree-Kim  Kerns-Zack Snyder-Taso N. Stavrakis-Rorelee Tio-Malcolm Scott-Ioan Gruffudd-John Migliore-Darren Marsman-Cam Clarke,both,57 days,Foreign,0
Date a Live Movie: Mayuri Judgement,235098,242284,-,2015-08-22,2015,datealivemovie:mayurijudgement,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Darkness,218568,218568,-,2003-03-01,2003,darkness,False,11056.0,Horror,en,A teenage girl moves into a remote countryside house with her family only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.,9.911,Vía Digital-Filmax Entertainment-Dimension Films-Castelao Productions,2002-10-11,10600000.0,12241855.0,102.0,Released,A house. A past. A secret. Will you dare enter?,5.7,321.0,Anna Paquin-Lena Olin-Iain Glen-Giancarlo Giannini-Fele Martínez-Fermí Reixach-Stephan Enquist-Francesc Pagès-Craig Stevenson-Carlos Castañón-Carles Punyet-Reg Wilson-Ferran Lahoz-Pedro Antonio Segura-Astrid Fenollar-Robert Forcadell-David Martí,both,141 days,Foreign,0
Darkest Hour,2570953,2990881,Universal Pictures International (UPI),2018-03-30,2018,darkesthour,False,399404.0,Drama-History,en,In May 1940 the fate of World War II hangs on Winston Churchill who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.,22.27,Perfect World Pictures-Working Title Films-Focus Features,2017-11-22,30000000.0,150847207.0,125.0,Released,Never never never surrender,7.3,4682.0,Gary Oldman-Kristin Scott Thomas-Ben Mendelsohn-Lily James-Ronald Pickup-Stephen Dillane-Nicholas Jones-Samuel West-David Schofield-Richard Lumsden-Malcolm Storry-Hilton McRae-Benjamin Whitrow-Joe Armstrong-Adrian Rawlins-David Bamber-Paul Leonard-David Strathairn-Eric MacLennan-Philip Martin Brown-Demetri Goritsas-Jordan Waller-Alex Clatworthy-Mary Antony-Bethany Muir-Anna Burnett-Jeremy Child-Brian Pettifer-Michael Gould-Paul Ridley-Robin Pearce-Michael Bott-Olivier Broche-Mario Hacquard-Pip Torrens-Edmund Wiseman-Hannah Steele-Nia Gwynne-Ade Dee Haastrup-James Eeles-Flora Nicholson-Bronte Carmichael-Roisin O'Neill-John Locke-Jo Neary-Richard Glover-Tom Ashley-Joshua Higgott-Imogen King-Miles Gallant-Faye Marsay-John Atterbury-James Harkness-Joshua James-Charley Palmer Rothwell-Patsy Ferran-Sarah Flind-Steffan Donnelly-Kieran Buckeridge-Johnny Otto,both,128 days,Foreign,0
Dark Water,906344,906344,-,2002-01-18,2002,darkwater,False,12205.0,Drama-Horror-Mystery-Thriller,ja,A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,10.462,Nikkatsu Corporation-Kadokawa Shoten-Oz Company-Nippon Television Network Corporation-VAP-Office Augusta Co. Ltd.,2002-01-19,4000000.0,1686839.0,101.0,Released,,6.8,481.0,Hitomi Kuroki-Rio Kanno-Mirei Oguchi-Asami Mizukawa-Shigemitsu Ogi-Yuu Tokui-Isao Yatsu-Fumiyo Kohinata-Yukiko Ikari-Maiko Asano-Shinji Nomura-Kiriko Shimizu-Teruko Hanahara-Youko Yasuda-Taro Suwa-Chisako Hara-Taro Suwa-Tôru Shinagawa-Shichirou Gou-Erika Kuroishi-Chihiro Ohtsuka-Rie Hagiwara-Erika Hatanaka-Youko Hujimoto-Hibiki Izawa-Minako Tsuda,both,1 days,Japan,0
Dark Shadows,27084868,27084868,Warner Bros.,2012-05-19,2012,darkshadows,False,62213.0,Comedy-Fantasy,en,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,23.486,Tim Burton Productions-Infinitum Nihil-GK Films-Village Roadshow Pictures-Dan Curtis Productions-Warner Bros. Pictures-The Zanuck Company,2012-05-09,150000000.0,245527149.0,113.0,Released,Every Family Has Its Demons,6.0,6556.0,Johnny Depp-Michelle Pfeiffer-Helena Bonham Carter-Eva Green-Jackie Earle Haley-Jonny Lee Miller-Chloë Grace Moretz-Bella Heathcote-Gulliver McGrath-Ray Shirley-Christopher Lee-Alice Cooper-Ivan Kaye-Susanna Cappellaro-Raffey Cassidy-Alexia Osborne-William Hope-Glen Mexted-Josephine Butler-Shane Rimmer-Michael Shannon-Nigel Whitmey-Philip Bulcock-Sophie Kennedy Clark-Hannah Murray-Victoria Bewick-Charlotte Spencer-Lee Nicholas Harris-Harry Taylor-Sean Mahon-Guy Flanagan-Richard Hollis-Felicity Brangan-Justin Tracy-Duncan Casey-Jonathan Frid-Kathryn Leigh Scott-Lara Parker-David Selby,both,10 days,Foreign,0
Daredevil,6439500,6439500,-,2003-04-05,2003,daredevil,False,9480.0,Fantasy-Action,en,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,31.046,Marvel Enterprises-New Regency Pictures-Epsilon Motion Pictures-Regency Enterprises-20th Century Fox,2003-02-14,78000000.0,179179718.0,103.0,Released,"When the streets have gone to Hell, have faith in the devil.",5.24,4507.0,Ben Affleck-Jennifer Garner-Colin Farrell-Michael Clarke Duncan-Jon Favreau-Scott Terra-Ellen Pompeo-Joe Pantoliano-Leland Orser-Lennie Loftin-Erick Avari-Derrick O'Connor-Paul Ben-Victor-David Keith-Frankie J. Allison-Joe J. Garcia-John Rothman-Jim Fitzgerald-Casey McCarthy-Louis Bernstein-Josie DiVincenzo-Jorge Noa-Levett M. Washington-Alberto Gutierrez-Lakeith S. Evans-Stefanos Miltsakakis-Pat Crawford Brown-Carrie Geiben-Luke Strode-Bruce Mibach-David Doty-Ron Mathews-Kevin Smith-Daniel B. Wing-Jeff Padilla-Dan Brinkle-Jack Reiss-Stan Lee-Sonya Didenko-Greg Christopher Smith-Christopher Prescott-Ari Randall-John S. Bakas-Greg Collins-Robert Iler-Chad Tucker-Jamie Mahoney-Jorn H. Winther-Frank Miller-Christian Boeving-Adam Blake Boswell-David Burrows-Carlo Corazon-Michael Duisenberg-Halley Eveland-Claudine Farrell-André Gordon-Douglas Haase-Kane Hodder-Ted Hollis-Suzie Johnson-Boyd Kelly-Tina Lorraine-Mark Margolis-Rebecca Michael-Kelly Nish-Brian M. Olson-Kevin Porter-Tanoai Reed-Thierry Segall-Sandra Teles-Nancy Wetzel-Patrick Williams-Al Leong-Coolio,both,50 days,Foreign,0
Dance with Me,606378,959785,Warner Bros.,2019-08-16,2019,dancewithme,False,596445.0,Comedy-Music,ja,Suzuki Shizuka is an office lady at a conglomerate who is hypnotized at a local amusement park and left under the spell. Now she is compelled to sing and dance whenever she hears any melody whatsoever. She heads back to the hypnotist for relief but he is nowhere to be found. So Shizuka sets off on a journey around Japan to find him and break the spell.,2.917,Warner Bros. Pictures,2019-08-16,0.0,0.0,103.0,Released,The body is a musical.,7.0,25.0,Ayaka Miyoshi-Yuu Yashiro-Chay-Takahiro Miura-Tsuyoshi Muro-Akira Takarada-Daikichi Sugawara-Miyabi Matsuura-Kiyo Matsumoto-Ichiro Mikami-Nikumaro-Takagi Haruki-Mei Kurokawa-Ryosuke Otani-Kumi Nakamura-Kazuma Yamane-Shizuka Fujimoto-Motoki Fukami-Jyunya Kawashima-Itagaki Yusuke-Yoji Tanaka-Tadashi Sakata-Akisada Riho-Aoyama Masaru-Sogen Tanaka-Takenori Gotô-Kenta Hamano,both,0 days,Japan,0
Dallas Buyers Club,46872,508812,-,2014-02-22,2014,dallasbuyersclub,False,152532.0,Drama-History,en,Loosely based on the true-life tale of Ron Woodroof a drug-taking women-loving homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.,15.173,Universal Pictures-Voltage Pictures-Evolution Independent-Truth Entertainment-CE-R² Films-Rainmaker Films,2013-11-01,5000000.0,55736588.0,117.0,Released,Sometimes it takes a hustler to change the world,7.933,7695.0,Matthew McConaughey-Jennifer Garner-Jared Leto-Denis O'Hare-Steve Zahn-Michael O'Neill-Dallas Roberts-Griffin Dunne-Kevin Rankin-Bradford Cox-Scott Takeda-Adam Dunn-J.D. Evermore-Donna DuPlantier-James DuMont-Deneen Tyler-Ian Casselberry-Noelle Wilcox-Rick Espaillat-Lawrence Turner-Lucius Falick-Jane McNeill-Don Brady-Matthew Thompson-Tony Bentley-Sean Boyd-Rachel Wulff-Neeona Neal-Jonathan Tabler-Joji Yoshida-Carl Palmer-Martin Covert-Douglas M. Griffin-David Lichtenstein-Craig Borten-Henry Frost-Juliet Reeves London-Jeanine Hill,both,113 days,Foreign,0
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year-,328281,333749,Aniplex,2021-10-09,2021,dakaichi:i'mbeingharassedbythesexiestmanoftheyear-,False,,Animation,ja,,,,,,,,,,,,,left_only,,Japan,1
Daisy,2375881,2375881,Toho-Towa,2006-05-27,2006,daisy,False,18426.0,Drama-Romance-Action,ko,An elite Interpol agent Jeong Woo and a ruthless hitman Park Yi are both stationed in Amsterdam and in love with sidewalk artist Hye-young. Her pure love will draw these deadly men into a spectacular showdown in the process revealing Hye-young's hidden past.,7.66,Showbox-iLoveCinema-iFilm,2006-03-09,0.0,0.0,110.0,Released,A cop. A criminal. A flower.,7.153,74.0,Jun Ji-hyun-Jung Woo-sung-Lee Sung-jae-Cheon Ho-jin-David Chiang-Dion Lam Dik-On-Man-Lung Tang-Sara Bernardo Aires,both,79 days,Foreign,0
DTC -Yukemuri Junjou Hen- from HiGH & LOW,327500,652537,Shochiku,2018-09-28,2018,dtc-yukemurijunjouhen-fromhigh&low,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Cyrano,446490,446490,Toho-Towa,2022-02-25,2022,cyrano,False,730047.0,Drama-Romance,en,A man ahead of his time Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But convinced that his appearance renders him unworthy of the love of a devoted friend the luminous Roxanne Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love at first sight with Christian.,19.075,Metro-Goldwyn-Mayer-Working Title Films-Bron Studios-Creative Wealth Media Finance,2021-12-17,20000000.0,3000000.0,124.0,Released,Have you ever loved someone?,6.5,206.0,Peter Dinklage-Haley Bennett-Kelvin Harrison Jr.-Ben Mendelsohn-Bashir Salahuddin-Monica Dolan-Joshua James-Anjana Vasan-Ruth Sheen-Glen Hansard-Sam Amidon-Scott Folan-Mark Benton-Richard McCabe-Peter Wight-Tim McMullan-Mark Bagnall-Mike Shepherd-Paul Biddiss-Katy Owen-Paul Hunter-Celeste Dodwell-Celeste Dring-Bettrys Jones-Nandi Bhebhe-Colin Mace-Lucas Peters-Leo Rait-Kyla Goodey-Beverly Rudd-Giles King-Carl Grose-Sarah Wright-John Locke,both,70 days,Foreign,0
Cyborg She,6112891,6112891,Gaga,2008-05-31,2008,cyborgshe,False,19486.0,Action-Comedy-Science Fiction-Romance-Drama,ja,Cyborg She follows the burgeoning romance between an ordinary college student and his sassy love interest - who happens to be a time-traveling cyborg with superhuman powers.  One day a beautiful cyborg girl appears in front of a dull university student. Even though the cyborg starts to like him she can’t truly feel emotions so the boy has no choice but to say goodbye. Missing her he continues his lonely existence. One day a disastrous earthquake hits Tokyo and the cyborg girl saves his life. In that moment she starts to have feelings like a real human being.,10.994,TBS-dentsu-Amuse Soft Entertainment-Tristone Entertainment Inc.,2008-05-31,8500000.0,0.0,120.0,Released,Is This Love Or Just Programming?,7.3,118.0,Haruka Ayase-Keisuke Koide-Risa Ai-Yoshikazu Ebisu-Kenichi Endo-Kenta Kiritani-Masatō Ibu-Fumiyo Kohinata-Rio Matsumoto-Rokuro Naya-Megumi Sato-Yuriko Yoshitaka-Kazuko Yoshiyuki-Hiromasa Taguchi-Naoto Takenaka-Ryosuke Nagata-Suzunosuke Tanaka,both,0 days,Japan,0
Cutie Honey,453906,453906,Warner Bros.,2004-05-29,2004,cutiehoney,False,20921.0,Action,ja,"When Honey's uncle gets kidnapped by the evil criminal gang known as ""Panther Claw"" she must use her magical powers of transformation to save him. Meanwhile the same crime group has been responsible for a number of other crime sprees across Tokyo. In the process Honey teams up with the seemingly cold police woman Natsuko Aki and hot shot journalist Seiji Hayami as well as battle the four ""claws"" of the Panther Claw gang to save her uncle and the rest of the city.",6.809,Towani-Cine Bazar-VAP-Nippon Television Network Corporation-Bandai Visual-WOWOW-Tokyu Recreation-LATERNA-Warner Bros. Japan,2004-05-29,4300000.0,0.0,94.0,Released,Super cute and super fun.,6.4,55.0,Eriko Sato-Mikako Ichikawa-Jun Murakami-Mitsuhiro Oikawa-Hairi Katagiri-Sie Kohinata-Mayumi Shintani-Ryo Kase-Ryo Iwamatsu-Suzuki Matsuo-Kyūsaku Shimada-Ryuhei Matsuda-Masaki Kyômoto-Hideko Yoshida-Toru Tezuka-Eisuke Sasai-Kumi Koda-Mihoko Abukawa-Saori Ito-Katsuhito Ishii-Yoji Tanaka-Makoto Kamiya-Takeshi Kongochi-Go Nagai-Erika Nishikado-So Shikata-Kazuya Shimizu-Kotobuki Shiriagari-Nobuya Tamaichi-Hideaki Anno-Takuma Sugawara,both,0 days,Japan,0
Curse of the Golden Flower,2631287,2631287,Warner Bros.,2008-04-12,2008,curseofthegoldenflower,False,1494.0,Action-Drama-Fantasy,zh,During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete including the royal family itself.,17.623,Sony Pictures Classics-Beijing New Picture Film Co. Ltd.-Film Partner International-Focus Features-EDKO Films-Elite Group Enterprises,2006-12-14,45000000.0,78568977.0,114.0,Released,Unspeakable secrets are hidden within the Forbidden City.,6.764,621.0,Chow Yun-fat-Gong Li-Jay Chou-Liu Ye-Qin Junjie-Li Man-倪大红-Chen Jin-Siran Ge-Jiulong Guo-Li Ming-Ma Tianyu-Feng Bai,both,485 days,Foreign,0
Cube,2091089,2379297,Shochiku,2021-10-22,2021,cube,False,792678.0,Thriller-Mystery-Science Fiction-Horror,ja,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze of interlocking cube-shaped rooms containing deadly traps.,21.647,Shochiku,2021-10-22,0.0,0.0,108.0,Released,"Once you're in, It's over.",5.5,64.0,Masaki Suda-Anne Watanabe-Masaki Okada-Hikaru Tashiro-Takumi Saitoh-Kotaro Yoshida-Tokio Emoto,both,0 days,Japan,0
Crying Out Love in the Center of the World,72719040,72719040,Toho Company,2004-05-08,2004,cryingoutloveinthecenteroftheworld,False,36091.0,Drama-Romance,ja,While searching for his fiancee Ritsuko Sakutarou rediscovers through flashbacks the void deep within him caused by the events from his high school days.,7.872,Toho Pictures Inc.,2004-05-08,0.0,0.0,138.0,Released,,7.3,36.0,Takao Osawa-Ko Shibasaki-Masami Nagasawa-Mirai Moriyama-Tsutomu Yamazaki-Kankuro Kudo-Kanji Tsuda-Issey Takahashi-Rio Kanno-Tetta Sugimoto-Katsutaka Furuhata-Yuki Amami-Machiko Ono-Nao Omori-Masaru Miyazaki-Magi-Kazusa Matsuda-Dandy Sakano-Masahiro Noguchi-Aki Nishihara-Maki Horikita-Yoshimasa Kondo-Midori Kiuchi-Yoshimitsu Morita-Misato Tanaka-Satomi Nagano-Misato Watanabe-Reiko Kusamura-Kenta Uchino-Marie Ono-Isao Yatsu-Kanako Higuchi-Eri Yamazaki-Shinpei Ichikawa,both,0 days,Japan,0
Crying 100 Times: Every Raindrop Falls,7086598,7086598,Showgate,2013-06-22,2013,crying100times:everyraindropfalls,False,,,,,,,,,,,,,,,,left_only,,Unknown,1
Cry Macho,1031245,1181615,Warner Bros.,2022-01-14,2022,crymacho,False,749274.0,Drama-Western,en,Mike Milo a one-time rodeo star and washed-up horse breeder takes a job from an ex-boss to bring the man's young son home from Mexico.,17.645,Malpaso Productions-Warner Bros. Pictures-Albert S. Ruddy Productions,2021-09-16,33000000.0,16481544.0,104.0,Released,A story of being lost... and found.,6.0,803.0,Clint Eastwood-Eduardo Minett-Natalia Traven-Dwight Yoakam-Fernanda Urrejola-Horacio García Rojas-Marco Rodríguez-Paul Alayo-Brytnee Ratledge-Amber Lynn Ashley-Alexandra Ruddy-Sebestien Soliz-Daniel V. Graulau-Abiah Martinez-Ramona Thornton-Elida Munoz-Cesia Isabel Rosales-Jorge-Luis Pallo-Ana Rey-Rocko Reyes-Ruben Barela-Gianni Calchetti-Rob Estrada-Darlene Kellum-Fausto Olmos Rentería-Ivan Hernandez-Alexander Alayon Jr.,both,120 days,Foreign,0
